ID,Auscultation_Point_x,y_3class_str,seSQI,cpSQI,pr100_200SQI,pr200_400SQI,mean_133_267,median_133_267,max_600_733,diff_peak_sqi,svdSQI
100,AV,uncertain,0.13763500424261496,0.014534454126056008,0.6296734683518644,0.04443279853410976,2.558946132659912,2.6107406616210938,-0.5803919434547424,1.0986328125,0.08538236276897558
100,MV,uncertain,0.1631948561632208,0.057802067229886886,0.6196651359917056,0.07247636237888819,2.414623498916626,2.2230300903320312,0.5894521474838257,3.2958984375,0.358948961911055
100,PV,uncertain,0.15102194298713398,0.11254515192676476,0.6127367348452829,0.07680645293826098,2.4384829998016357,2.375797748565674,-0.35042446851730347,4.39453125,0.1877739991266299
100,TV,high_quality,0.20337346884793997,0.12257074657901537,0.3346295327906972,0.04993225299798635,1.9829779863357544,1.8914108276367188,-0.643739640712738,3.2958984375,0.2964818629807634
10,AV,uncertain,0.16795003674179673,0.15698602489677194,0.046525889336868326,0.0042133686039542,3.016263723373413,2.9176721572875977,0.023563826456665993,2.9296875,0.35679144110782524
10,MV,low_quality,0.15520017123734972,0.04900240834466953,0.09005194331550763,0.004100315467093232,3.758951187133789,3.735295534133911,-0.37032705545425415,2.5634765625,0.04562074055905104
10,PV,high_quality,0.166718931525351,0.14109529330645443,0.09298304598733187,0.0037001985972968062,3.3213322162628174,3.289933681488037,0.8881016373634338,1.8310546875,0.1471312353210939
10,PV_2,uncertain,0.24748617455618713,0.2756519923601141,0.0751380013585026,0.00707538010234383,2.632272958755493,2.503591537475586,-0.1930488795042038,2.5634765625,0.10653227960178124
10,TV,uncertain,0.18140970005448545,0.08496069838442241,0.12718577081558213,0.001781359114662445,3.8750007152557373,3.8450729846954346,-1.124253273010254,4.39453125,0.08126560806312076
10,TV_2,high_quality,0.19679979545993664,0.11438811062493935,0.06428302403914624,0.002700511746293218,2.8256850242614746,2.732239246368408,0.6950875520706177,2.197265625,0.2804675616484444
11,AV,high_quality,0.23466145382853587,0.3081072166350124,0.15409647424400993,0.0006162833183271777,2.9483985900878906,2.816072463989258,-0.019276265054941177,2.5634765625,0.11993827827545381
11,MV,high_quality,0.2668113237471977,0.6163532727511178,0.02187144324355305,0.0014248961245932517,1.8296031951904297,1.5834059715270996,-0.9396107792854309,2.9296875,0.11635812694218084
11,PV,high_quality,0.3087926552534342,0.46431480495371213,0.05348387617024769,0.0009913915825282677,2.5824716091156006,2.439275026321411,-0.33849334716796875,4.7607421875,0.11738203469053998
11,TV,high_quality,0.2364397299875857,0.2635707312545994,0.09708542610503475,0.005399061286779449,2.1123855113983154,1.8315825462341309,0.8021224141120911,4.0283203125,0.2072500409019584
12,AV,high_quality,0.30324513549374954,0.4091200431686892,0.07514678452327496,0.005163298200027816,2.6473846435546875,2.699889898300171,-0.8855674266815186,2.9296875,0.14639953435705308
12,MV,uncertain,0.1164058643029344,0.07631716608270468,0.14541438068379245,0.01661459322159771,3.0383214950561523,2.9896252155303955,1.1759155988693237,3.2958984375,0.20131331208960826
12,PV,high_quality,0.18841374754239731,0.06961242015544557,0.07877279933457933,0.007677150954155703,3.0363523960113525,3.0067551136016846,0.9328317642211914,0.732421875,0.258480318103157
12,TV,uncertain,0.2904866587320946,0.2530899632154052,0.027077397275663585,0.0025567984064408214,1.804922342300415,1.7003579139709473,0.08119980245828629,2.9296875,0.09014088230012927
13,AV,low_quality,0.11985678699456256,0.005471023542245823,0.047192046039591186,0.0030606666815683145,2.7811813354492188,2.848020553588867,0.4305919110774994,6.2255859375,0.007640433510939855
